movieid,title,production_companies
5123,August Rush,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""CJ Entertainment"", ""id"": 7036}, {""name"": ""Southpaw Entertainment"", ""id"": 30131}]"
4518,Elizabeth,"[{""name"": ""Channel Four Films"", ""id"": 181}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Working Title Films"", ""id"": 10163}]"
11932,Bride of Chucky,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Midwinter Productions Inc."", ""id"": 5550}]"
11165,Tora! Tora! Tora!,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]"
6116,Spice World,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]"
57431,The Sitter,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Michael De Luca Productions"", ""id"": 11370}, {""name"": ""Rough House Pictures"", ""id"": 20848}]"
21724,Dance Flick,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Wayans Bros. Entertainment"", ""id"": 1608}]"
278,The Shawshank Redemption,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}]"
9290,Crocodile Dundee in Los Angeles,"[{""name"": ""Bungalow Productions"", ""id"": 11600}, {""name"": ""Silver Lion Films"", ""id"": 11601}, {""name"": ""Vision View Entertainment"", ""id"": 11602}]"
11543,Kingpin,"[{""name"": ""Motion Picture Corporation of America"", ""id"": 2090}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]"
284536,The Gambler,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Closest to the Hole Productions"", ""id"": 8537}, {""name"": ""Leverage Entertainment"", ""id"": 8539}, {""name"": ""Chartoff-Winkler Productions"", ""id"": 12252}]"
152737,August: Osage County,"[{""name"": ""Jean Doumanian Productions"", ""id"": 16280}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}]"
13374,Ice Princess,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Bridget Johnson Films"", ""id"": 19925}, {""name"": ""Skate Away Productions"", ""id"": 19926}]"
8976,A Lot Like Love,"[{""name"": ""Mile High Productions"", ""id"": 2976}, {""name"": ""Kevin Messick Productions"", ""id"": 2977}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Beacon Pictures"", ""id"": 10157}]"
319888,Eddie the Eagle,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Marv Films"", ""id"": 5374}, {""name"": ""Saville Productions"", ""id"": 73620}]"
9469,He Got Game,"[{""name"": ""40 Acres & A Mule Filmworks"", ""id"": 4319}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]"
1909,Don Juan DeMarco,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""American Zoetrope"", ""id"": 70}]"
22971,Dear John,"[{""name"": ""Screen Gems"", ""id"": 3287}]"
34813,The Losers,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Dark Castle Entertainment"", ""id"": 1786}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""DC Entertainment"", ""id"": 9993}]"
46261,Don't Be Afraid of the Dark,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Gran Via Productions"", ""id"": 2605}, {""name"": ""FilmDistrict"", ""id"": 7263}, {""name"": ""Necropia"", ""id"": 11627}, {""name"": ""Tequila Gang"", ""id"": 11628}]"
10431,War,"[{""name"": ""Mosaic Media Group"", ""id"": 748}, {""name"": ""Current Entertainment"", ""id"": 972}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Fierce Entertainment"", ""id"": 12138}, {""name"": ""Province of British Columbia Production Services Tax Credit"", ""id"": 12200}, {""name"": ""Rogue Films"", ""id"": 23956}]"
8051,Punch-Drunk Love,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Ghoulardi Film Company"", ""id"": 178}]"
9352,EuroTrip,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""The Montecito Picture Company"", ""id"": 2364}, {""name"": ""Blue Sea Productions"", ""id"": 53012}]"
10167,Half Past Dead,"[{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Screen Gems"", ""id"": 3287}]"
18147,Unaccompanied Minors,[]
17170,"Bright Lights, Big City","[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""CST Telecommunications"", ""id"": 32793}, {""name"": ""Star Partners"", ""id"": 67823}]"
18975,The Adventures of Pinocchio,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Kushner-Locke Company"", ""id"": 2499}, {""name"": ""Savoy Pictures"", ""id"": 11308}]"
15487,The Greatest Game Ever Played,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]"
22825,The Box,"[{""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Lin Pictures"", ""id"": 2723}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Darko Entertainment"", ""id"": 12622}, {""name"": ""Radar Pictures"", ""id"": 14718}]"
11152,The Ruins,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Pacific Film and Television Commission"", ""id"": 4024}, {""name"": ""DreamWorks Pictures"", ""id"": 7293}, {""name"": ""Red Hour Films"", ""id"": 12178}, {""name"": ""Internationale Filmproduktion Prometheus"", ""id"": 23003}]"
1831,The Next Best Thing,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Lakeshore Entertainment"", ""id"": 126}]"
43931,My Soul to Take,"[{""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Rogue"", ""id"": 8853}]"
10591,The Girl Next Door,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Daybreak"", ""id"": 49241}]"
10861,Maximum Risk,"[{""name"": ""Columbia Pictures"", ""id"": 5}]"
12770,Stealing Harvard,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Revolution Studios"", ""id"": 497}]"
276907,Legend,"[{""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Anton Capital Entertainment (ACE)"", ""id"": 20664}]"
10074,Hot Rod,"[{""name"": ""Paramount Pictures"", ""id"": 4}]"
65055,Shark Night,"[{""name"": ""Incentive Filmed Entertainment"", ""id"": 7215}]"
10397,Angela's Ashes,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universal Pictures"", ""id"": 33}]"
200505,Draft Day,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Lionsgate"", ""id"": 1632}]"
11954,Lifeforce,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Golan-Globus"", ""id"": 1445}, {""name"": ""Easedram"", ""id"": 21896}]"
60309,The Conspirator,"[{""name"": ""Wildwood Enterprises"", ""id"": 316}, {""name"": ""American Film Company"", ""id"": 7486}]"
9787,Lords of Dogtown,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""TriStar Pictures"", ""id"": 559}]"
293646,The 33,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Phoenix Pictures"", ""id"": 11317}, {""name"": ""Fabula"", ""id"": 24459}, {""name"": ""Half Circle"", ""id"": 60255}]"
6978,Big Trouble in Little China,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""TAFT Entertainment Pictures"", ""id"": 965}]"
133698,Fly Me to the Moon,"[{""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Quad Productions"", ""id"": 7038}]"
59440,Warrior,"[{""name"": ""Solaris Film"", ""id"": 1001}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Mimran Schur Pictures"", ""id"": 6573}, {""name"": ""Filmtribe"", ""id"": 12425}]"
1770,Michael Collins,"[{""name"": ""Geffen Pictures"", ""id"": 360}, {""name"": ""Warner Bros."", ""id"": 6194}]"
10655,Gettysburg,"[{""name"": ""TriStar Television"", ""id"": 8609}, {""name"": ""Esparza / Katz Productions"", ""id"": 26560}]"
8988,Stop-Loss,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Peirce Pictures"", ""id"": 2546}]"
15992,Abandon,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]"
17707,Brokedown Palace,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Adam Fields Productions"", ""id"": 3334}, {""name"": ""Two Girls Productions"", ""id"": 81140}]"
77883,The Possession,"[{""name"": ""Ghost House Pictures"", ""id"": 768}, {""name"": ""North Box Productions"", ""id"": 22637}]"
40001,Mrs. Winterbourne,"[{""name"": ""TriStar Pictures"", ""id"": 559}]"
64639,Straw Dogs,"[{""name"": ""Battleplan Productions"", ""id"": 2108}]"
9903,The Hoax,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""The Mark Gordon Company"", ""id"": 1557}, {""name"": ""Yari Film Group"", ""id"": 2448}, {""name"": ""Bob Yari Productions"", ""id"": 12260}]"
21338,Stone Cold,"[{""name"": ""Stone Group Pictures"", ""id"": 3470}, {""name"": ""Vision International"", ""id"": 3603}]"
20766,The Road,"[{""name"": ""2929 Productions"", ""id"": 846}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Nick Wechsler Productions"", ""id"": 8073}, {""name"": ""Chockstone Pictures"", ""id"": 13649}]"
24264,Sheena,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Delphi II Productions"", ""id"": 7585}, {""name"": ""Colgems Productions Ltd."", ""id"": 35061}]"
19803,Underclassman,"[{""name"": ""Miramax Films"", ""id"": 14}]"
20309,Say It Isn't So,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Conundrum Entertainment"", ""id"": 1156}, {""name"": ""Say It Isn't So Productions"", ""id"": 89629}]"
9912,The World's Fastest Indian,"[{""name"": ""New Zealand Film Commission"", ""id"": 294}, {""name"": ""2929 Productions"", ""id"": 846}, {""name"": ""OLC / Rights Entertainment"", ""id"": 12325}, {""name"": ""Tanlay"", ""id"": 12326}, {""name"": ""New Zealand Film Production Fund"", ""id"": 12327}, {""name"": ""3 Dogs and a Pony"", ""id"": 12328}, {""name"": ""Park Road Post"", ""id"": 12329}, {""name"": ""WFI Productions Ltd."", ""id"": 12330}]"
9067,Tank Girl,"[{""name"": ""Trilogy Entertainment Group"", ""id"": 2231}]"
27360,King's Ransom,[]
8338,Blindness,"[{""name"": ""Rhombus Media"", ""id"": 164}, {""name"": ""O2 Filmes"", ""id"": 345}, {""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Bee Vine Pictures"", ""id"": 2439}, {""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Asmik Ace Entertainment"", ""id"": 3033}, {""name"": ""GAGA"", ""id"": 3656}, {""name"": ""Fox Filmes do Brasil"", ""id"": 4887}, {""name"": ""Ancine"", ""id"": 11547}, {""name"": ""BNDES"", ""id"": 11548}, {""name"": ""Cinema Investment"", ""id"": 11549}, {""name"": ""Corus Entertainment"", ""id"": 11550}, {""name"": ""Movie Central Network"", ""id"": 11551}]"
168705,BloodRayne,"[{""name"": ""Boll KG"", ""id"": 15127}]"
72113,Carnage,"[{""name"": ""Wild Bunch"", ""id"": 856}, {""name"": ""Zanagar Films"", ""id"": 2066}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Vers\u00e1til Cinema"", ""id"": 8531}, {""name"": ""SBS Productions"", ""id"": 8997}, {""name"": ""Polski Instytut Sztuki Filmowej"", ""id"": 11240}, {""name"": ""France T\u00e9l\u00e9visions"", ""id"": 11795}, {""name"": ""France 2 Cin\u00e9ma"", ""id"": 45970}, {""name"": ""SPI Film Studio"", ""id"": 52574}]"
9729,Where the Truth Lies,"[{""name"": ""Serendipity Point Films"", ""id"": 805}]"
94352,Cirque du Soleil: Worlds Away,"[{""name"": ""Reel FX Creative Studios"", ""id"": 2787}]"
22256,Without Limits,"[{""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Warner Bros."", ""id"": 6194}]"
12404,Me and Orson Welles,"[{""name"": ""Isle of Man Film"", ""id"": 2268}, {""name"": ""Freestyle Releasing"", ""id"": 4616}, {""name"": ""CinemaNX"", ""id"": 5705}]"
152742,The Best Offer,"[{""name"": ""Paco Cinematografica"", ""id"": 3110}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Regione Lazio"", ""id"": 20416}, {""name"": ""Business Location Sudtirol Alto Adige"", ""id"": 20644}, {""name"": ""Friuli Venezia Giulia Film Commission"", ""id"": 38591}, {""name"": ""UniCredit Group"", ""id"": 38592}]"
11699,The Bad Lieutenant: Port of Call - New Orleans,"[{""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Edward R. Pressman Film"", ""id"": 6455}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Polsky Films"", ""id"": 10478}, {""name"": ""Osiris Productions"", ""id"": 11265}, {""name"": ""Lieutenant Productions"", ""id"": 11266}]"
49953,A Turtle's Tale: Sammy's Adventures,"[{""name"": ""Motion Investment Group"", ""id"": 1991}, {""name"": ""nWave Pictures"", ""id"": 10159}, {""name"": ""Illuminata Pictures"", ""id"": 10160}]"
48034,Little White Lies,"[{""name"": ""M6 Films"", ""id"": 1115}, {""name"": ""Les Productions du Tr\u00e9sor"", ""id"": 2612}, {""name"": ""EuropaCorp"", ""id"": 6896}]"
39845,Love Ranch,"[{""name"": ""Capitol Films"", ""id"": 826}, {""name"": ""Rising Star"", ""id"": 1208}]"
25353,The True Story of Puss 'n Boots,"[{""name"": ""Herold and Family"", ""id"": 7801}]"
36696,Space Dogs,"[{""name"": ""CN Film"", ""id"": 3145}]"
109091,The Counselor,"[{""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Kanzaman"", ""id"": 4169}, {""name"": ""Nick Wechsler Productions"", ""id"": 8073}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""Chockstone Pictures"", ""id"": 13649}, {""name"": ""Translux"", ""id"": 14384}, {""name"": ""TSG Entertainment"", ""id"": 22213}]"
38543,Ironclad,"[{""name"": ""Rising Star"", ""id"": 1208}, {""name"": ""Premiere Picture"", ""id"": 3870}, {""name"": ""Mythic International Entertainment"", ""id"": 5706}, {""name"": ""Film & Entertainment VIP Medienfonds 4 GmbH & Co. KG (I)"", ""id"": 7416}, {""name"": ""Wales Creative IP Fund"", ""id"": 11841}, {""name"": ""Silver Reel"", ""id"": 12075}, {""name"": ""Perpetual Media Capital"", ""id"": 13792}, {""name"": ""Molinare Investment"", ""id"": 19579}, {""name"": ""VIP 4 Medienfonds"", ""id"": 23238}, {""name"": ""ContentFilm International"", ""id"": 25487}]"
33157,Waterloo,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Dino de Laurentiis Cinematografica"", ""id"": 1216}, {""name"": ""Mosfilm"", ""id"": 5120}]"
290864,Kung Fu Jungle,"[{""name"": ""Emperor Motion Pictures"", ""id"": 2726}, {""name"": ""Heart & Soul Production"", ""id"": 45424}, {""name"": ""Beijing Silver Moon Productions"", ""id"": 45425}]"
242166,Red Sky,"[{""name"": ""Aldamisa Entertainment"", ""id"": 11006}, {""name"": ""MVP Films"", ""id"": 37580}, {""name"": ""Invest Capital Film Group"", ""id"": 37831}, {""name"": ""Live Screen Pictures"", ""id"": 37832}]"
859,Dangerous Liaisons,"[{""name"": ""Lorimar Film Entertainment"", ""id"": 1176}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""NFH Productions"", ""id"": 18737}]"
83770,On the Road,"[{""name"": ""American Zoetrope"", ""id"": 70}, {""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""VideoFilmes"", ""id"": 346}, {""name"": ""Vanguard Films"", ""id"": 614}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""SPAD Films"", ""id"": 8372}, {""name"": ""MK2 Productions"", ""id"": 9209}, {""name"": ""Film4"", ""id"": 9349}, {""name"": ""Cin\u00e9+"", ""id"": 10611}, {""name"": ""France T\u00e9l\u00e9visions"", ""id"": 11795}, {""name"": ""Nomadic Pictures"", ""id"": 12467}, {""name"": ""Kramer & Sigman Films"", ""id"": 21914}, {""name"": ""Jerry Leider Company"", ""id"": 79077}]"
168,Star Trek IV: The Voyage Home,"[{""name"": ""Paramount Pictures"", ""id"": 4}]"
1246,Rocky Balboa,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Rogue Marble"", ""id"": 696}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]"
4233,Scream 2,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Konrad Pictures"", ""id"": 85}, {""name"": ""Maven Entertainment"", ""id"": 1601}, {""name"": ""Dimension Films"", ""id"": 7405}]"
174751,Jane Got a Gun,"[{""name"": ""Handsomecharlie Films"", ""id"": 8873}, {""name"": ""Unanimous Pictures"", ""id"": 13242}, {""name"": ""Straight Up Films"", ""id"": 13403}, {""name"": ""1821 Pictures"", ""id"": 14358}, {""name"": ""Scott Pictures"", ""id"": 14359}]"
184098,Think Like a Man Too,"[{""name"": ""Will Packer Productions"", ""id"": 49968}]"
2069,The Whole Nine Yards,"[{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}, {""name"": ""Nine Yards Productions"", ""id"": 51772}, {""name"": ""Rational Packaging Company"", ""id"": 53013}, {""name"": ""Lansdown Films"", ""id"": 53014}]"
1788,Footloose,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""IndieProd Company Productions"", ""id"": 959}]"
11635,Old School,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""The Montecito Picture Company"", ""id"": 2364}]"
177,The Fisher King,"[{""name"": ""TriStar Pictures"", ""id"": 559}]"
3600,I Still Know What You Did Last Summer,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Mandalay Entertainment"", ""id"": 1236}, {""name"": ""Summer Knowledge LLC"", ""id"": 1464}]"
2621,Return to Me,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""JLT Productions"", ""id"": 65402}]"
10358,Zack and Miri Make a Porno,"[{""name"": ""Blue Askew"", ""id"": 2599}, {""name"": ""View Askew Productions"", ""id"": 16934}]"
10480,Nurse Betty,"[{""name"": ""Gramercy Pictures"", ""id"": 37}, {""name"": ""USA Films"", ""id"": 987}, {""name"": ""Intermedia"", ""id"": 8856}]"
10313,The Men Who Stare at Goats,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Smoke House"", ""id"": 1782}, {""name"": ""Ruby Films"", ""id"": 2054}]"
18828,Double Take,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]"
3558,"Girl, Interrupted","[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""3 Arts Entertainment"", ""id"": 787}, {""name"": ""Global Entertainment Productions GmbH & Company Medien KG"", ""id"": 9269}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}]"
13476,Win a Date with Tad Hamilton!,"[{""name"": ""DreamWorks SKG"", ""id"": 27}]"
10208,Muppets from Space,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Jim Henson Company, The"", ""id"": 6254}]"
24961,The Wiz,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Motown Productions"", ""id"": 2730}]"
20697,Ready to Rumble,"[{""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""Warner Bros."", ""id"": 6194}]"
20761,Play It to the Bone,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]"
70868,I Don't Know How She Does It,"[{""name"": ""The Weinstein Company"", ""id"": 308}]"
43593,Piranha 3D,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Chako Film Company"", ""id"": 7332}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Intellectual Properties Worldwide"", ""id"": 18524}, {""name"": ""Aja / Levasseur Productions"", ""id"": 22596}]"
6478,Beyond the Sea,"[{""name"": ""Lionsgate"", ""id"": 1632}]"
40688,Meet the Deedles,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]"
26672,The Thief and the Cobbler,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Allied Filmmakers"", ""id"": 1755}, {""name"": ""Richard Williams Productions"", ""id"": 6045}]"
45881,The Bridge of San Luis Rey,[]
41283,Faster,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""State Street Pictures"", ""id"": 3356}, {""name"": ""CBS Films"", ""id"": 5490}]"
4935,Howl's Moving Castle,"[{""name"": ""Studio Ghibli"", ""id"": 10342}, {""name"": ""Buena Vista Home Entertainment"", ""id"": 11200}, {""name"": ""Mitsubishi"", ""id"": 11847}, {""name"": ""d-rights"", ""id"": 12518}, {""name"": ""Tohokushinsha Film Corporation"", ""id"": 74952}]"
19908,Zombieland,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Pariah"", ""id"": 11733}]"
10663,The Waterboy,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]"
1891,The Empire Strikes Back,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]"
9737,Bad Boys,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]"
37137,The Naked Gun 2½: The Smell of Fear,"[{""name"": ""Paramount Pictures"", ""id"": 4}]"
9532,Final Destination,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}, {""name"": ""Hard Eight Pictures"", ""id"": 48772}]"
10316,The Ides of March,"[{""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Crystal City Entertainment"", ""id"": 9018}, {""name"": ""Cross Creek Pictures"", ""id"": 10246}, {""name"": ""Exclusive Media Group"", ""id"": 11448}, {""name"": ""Smokehouse Pictures"", ""id"": 22695}]"
2787,Pitch Black,"[{""name"": ""Interscope Communications"", ""id"": 10201}]"
12658,Someone Like You...,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Lynda Obst Productions"", ""id"": 13769}]"
152601,Her,"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Annapurna Pictures"", ""id"": 13184}]"
10866,Joy Ride,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""LivePlanet"", ""id"": 7161}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Bad Robot"", ""id"": 11461}]"
227707,The Adventurer: The Curse of the Midas Box,"[{""name"": ""Matador Pictures"", ""id"": 707}, {""name"": ""Arcadia Motion Pictures"", ""id"": 7543}, {""name"": ""uFilm"", ""id"": 8676}, {""name"": ""Afrodita Audiovisual, A.I.E."", ""id"": 10069}, {""name"": ""Le Tax Shelter du Gouvernement F\u00e9d\u00e9ral de Belgique"", ""id"": 11921}, {""name"": ""Telef\u00f3nica Producciones"", ""id"": 16742}, {""name"": ""Umedia"", ""id"": 19037}, {""name"": ""Entertainment Motion Pictures"", ""id"": 20386}, {""name"": ""Cinema One"", ""id"": 49252}, {""name"": ""Nix Films"", ""id"": 53195}, {""name"": ""International Pictures Two"", ""id"": 66897}, {""name"": ""Cronos Entertainment AIE"", ""id"": 66899}]"
21349,Anywhere But Here,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}]"
19150,The Crew,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]"
70435,Haywire,"[{""name"": ""Irish Film Board"", ""id"": 5267}, {""name"": ""Relativity Media"", ""id"": 7295}]"
580,Jaws: The Revenge,"[{""name"": ""Universal Pictures"", ""id"": 33}]"
9819,Marvin's Room,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Tribeca Productions"", ""id"": 11391}]"
13579,The Longshots,"[{""name"": ""Cube Vision"", ""id"": 2780}]"
20024,The End of the Affair,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]"
2453,Harley Davidson and the Marlboro Man,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Krisjair"", ""id"": 22058}, {""name"": ""Laredo"", ""id"": 22059}]"
6973,In the Valley of Elah,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Blackfriars Bridge Films"", ""id"": 2087}, {""name"": ""NALA Films"", ""id"": 2088}, {""name"": ""Samuels Media"", ""id"": 2089}, {""name"": ""Warner Independent Pictures (WIP)"", ""id"": 11509}]"
11156,Coco Before Chanel,"[{""name"": ""France 2 Cin\u00e9ma"", ""id"": 83}, {""name"": ""Haut et Court"", ""id"": 726}, {""name"": ""SCOPE Invest"", ""id"": 2250}, {""name"": ""Cin\u00e9@"", ""id"": 2564}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Cin\u00e9Cin\u00e9ma"", ""id"": 6301}, {""name"": ""Scope Pictures"", ""id"": 11199}, {""name"": ""Soficapital"", ""id"": 11247}, {""name"": ""France 2 (FR2)"", ""id"": 11359}, {""name"": ""Le Tax Shelter du Gouvernement F\u00e9d\u00e9ral de Belgique"", ""id"": 11921}, {""name"": ""Cofinova 5"", ""id"": 12053}, {""name"": ""Films Distribution"", ""id"": 20881}, {""name"": ""Banque Populaire Images 9"", ""id"": 30301}]"
354110,Forsaken,"[{""name"": ""Minds Eye Entertainment"", ""id"": 8583}, {""name"": ""Panacea Entertainment"", ""id"": 13680}, {""name"": ""Moving Pictures Media"", ""id"": 21012}]"
