movieid,title,keywords
11237,Anacondas: The Hunt for the Blood Orchid,"[{""id"": 1585, ""name"": ""snake""}, {""id"": 1963, ""name"": ""expedition""}, {""id"": 2052, ""name"": ""traitor""}, {""id"": 3664, ""name"": ""research""}, {""id"": 6722, ""name"": ""orchid""}, {""id"": 10787, ""name"": ""jungle""}, {""id"": 223059, ""name"": ""animal horror""}]"
190955,Blood Ties,[]
5123,August Rush,"[{""id"": 248, ""name"": ""date""}, {""id"": 697, ""name"": ""loss of son""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 714, ""name"": ""child labour""}, {""id"": 953, ""name"": ""guitar""}, {""id"": 1452, ""name"": ""loss of child""}, {""id"": 1808, ""name"": ""lover (female)""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2089, ""name"": ""harmonica""}, {""id"": 2251, ""name"": ""lie""}, {""id"": 2318, ""name"": ""choir""}, {""id"": 2409, ""name"": ""church choir""}, {""id"": 2570, ""name"": ""rock star""}, {""id"": 3536, ""name"": ""cello""}, {""id"": 3691, ""name"": ""forbidden love""}, {""id"": 4173, ""name"": ""music lover""}, {""id"": 4572, ""name"": ""organ""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 5608, ""name"": ""affection""}, {""id"": 6027, ""name"": ""music""}, {""id"": 6029, ""name"": ""concert""}, {""id"": 6056, ""name"": ""tenderness""}, {""id"": 6170, ""name"": ""motherly love""}, {""id"": 6272, ""name"": ""children's home""}, {""id"": 6712, ""name"": ""death of a child""}, {""id"": 6783, ""name"": ""orphanage""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 9986, ""name"": ""crush""}, {""id"": 10103, ""name"": ""children""}, {""id"": 13072, ""name"": ""falling in love""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 207592, ""name"": ""piano""}]"
4518,Elizabeth,"[{""id"": 4235, ""name"": ""duke""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 10202, ""name"": ""treason""}, {""id"": 18396, ""name"": ""catholic""}, {""id"": 41022, ""name"": ""protestant""}]"
11932,Bride of Chucky,"[{""id"": 4944, ""name"": ""route 66""}, {""id"": 6300, ""name"": ""puppet""}, {""id"": 9707, ""name"": ""evil doll""}, {""id"": 10603, ""name"": ""killer doll""}, {""id"": 180691, ""name"": ""killer toys""}, {""id"": 187065, ""name"": ""toy comes to life""}, {""id"": 190349, ""name"": ""chucky""}]"
11165,Tora! Tora! Tora!,"[{""id"": 233, ""name"": ""japan""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 3365, ""name"": ""pearl harbor""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 188727, ""name"": ""imperial japan""}]"
6116,Spice World,"[{""id"": 637, ""name"": ""pop""}, {""id"": 1740, ""name"": ""pop culture""}, {""id"": 3490, ""name"": ""pop star""}]"
57431,The Sitter,"[{""id"": 2604, ""name"": ""babysitter""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]"
21724,Dance Flick,"[{""id"": 897, ""name"": ""rap music""}, {""id"": 898, ""name"": ""hip-hop""}]"
278,The Shawshank Redemption,"[{""id"": 378, ""name"": ""prison""}, {""id"": 417, ""name"": ""corruption""}, {""id"": 796, ""name"": ""police brutality""}, {""id"": 2885, ""name"": ""prison cell""}, {""id"": 4779, ""name"": ""delinquent""}, {""id"": 8622, ""name"": ""parole board""}, {""id"": 9777, ""name"": ""escape from prison""}, {""id"": 12662, ""name"": ""wrongful imprisonment""}, {""id"": 180172, ""name"": ""framed for murder""}, {""id"": 207883, ""name"": ""1940s""}]"
9290,Crocodile Dundee in Los Angeles,"[{""id"": 3185, ""name"": ""crocodile""}, {""id"": 3612, ""name"": ""traffic jam""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 159534, ""name"": ""stolen painting""}]"
11543,Kingpin,"[{""id"": 6075, ""name"": ""sport""}, {""id"": 167550, ""name"": ""handicap""}, {""id"": 167554, ""name"": ""sexual favor""}, {""id"": 167555, ""name"": ""star spangled banner""}, {""id"": 167556, ""name"": ""bowling team""}, {""id"": 167560, ""name"": ""hair loss""}, {""id"": 167562, ""name"": ""biblical interpretation""}, {""id"": 167564, ""name"": ""comb over""}, {""id"": 167570, ""name"": ""female stripper""}, {""id"": 167574, ""name"": ""inflatable doll""}, {""id"": 167575, ""name"": ""combover""}, {""id"": 167576, ""name"": ""unlikely lovers""}, {""id"": 167580, ""name"": ""kingpin""}, {""id"": 167581, ""name"": ""carriage""}, {""id"": 236294, ""name"": ""lancaster, pa""}]"
284536,The Gambler,"[{""id"": 395, ""name"": ""gambling""}, {""id"": 1419, ""name"": ""gun""}, {""id"": 1992, ""name"": ""professor""}, {""id"": 9849, ""name"": ""beating""}, {""id"": 155841, ""name"": ""gambler""}, {""id"": 166631, ""name"": ""loan shark""}]"
152737,August: Osage County,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 1803, ""name"": ""drug addiction""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 10041, ""name"": ""dysfunctional family""}, {""id"": 10181, ""name"": ""based on play""}, {""id"": 156230, ""name"": ""midwest""}, {""id"": 170633, ""name"": ""southern""}, {""id"": 197707, ""name"": ""bleak comedy""}, {""id"": 197708, ""name"": ""mental disorders""}]"
13374,Ice Princess,"[{""id"": 6075, ""name"": ""sport""}, {""id"": 10671, ""name"": ""figure skating""}, {""id"": 10809, ""name"": ""teenage girl""}, {""id"": 11870, ""name"": ""teen movie""}, {""id"": 13130, ""name"": ""teenager""}]"
8976,A Lot Like Love,"[{""id"": 242, ""name"": ""new york""}, {""id"": 367, ""name"": ""shyness""}, {""id"": 3658, ""name"": ""career""}, {""id"": 8044, ""name"": ""flight""}, {""id"": 9799, ""name"": ""romantic comedy""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 12670, ""name"": ""los angeles""}]"
319888,Eddie the Eagle,"[{""id"": 240, ""name"": ""underdog""}, {""id"": 2070, ""name"": ""olympic games""}, {""id"": 3476, ""name"": ""ski jump""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 14905, ""name"": ""britain""}, {""id"": 159558, ""name"": ""skiing""}, {""id"": 234095, ""name"": ""feel good""}]"
9469,He Got Game,"[{""id"": 378, ""name"": ""prison""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 1849, ""name"": ""homicide""}, {""id"": 2538, ""name"": ""begnadigung""}, {""id"": 3398, ""name"": ""release from prison""}, {""id"": 3446, ""name"": ""forgiveness""}, {""id"": 3616, ""name"": ""college""}, {""id"": 6496, ""name"": ""basketball""}, {""id"": 10183, ""name"": ""independent film""}]"
1909,Don Juan DeMarco,"[{""id"": 5906, ""name"": ""sex addiction""}, {""id"": 9673, ""name"": ""love""}, {""id"": 11857, ""name"": ""mental institution""}, {""id"": 14781, ""name"": ""patient""}, {""id"": 15106, ""name"": ""psychiatrist""}, {""id"": 180077, ""name"": ""don juan""}]"
22971,Dear John,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 6092, ""name"": ""army""}, {""id"": 9673, ""name"": ""love""}, {""id"": 33564, ""name"": ""u.s. soldier""}]"
34813,The Losers,"[{""id"": 11612, ""name"": ""hospital""}, {""id"": 175056, ""name"": ""black ops""}, {""id"": 175069, ""name"": ""reference to macgyver""}, {""id"": 175075, ""name"": ""sucked into jet engine""}]"
46261,Don't Be Afraid of the Dark,"[{""id"": 1299, ""name"": ""monster""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 13031, ""name"": ""creature""}, {""id"": 14558, ""name"": ""bathtub""}, {""id"": 154777, ""name"": ""teeth""}, {""id"": 155733, ""name"": ""old house""}, {""id"": 155734, ""name"": ""scary little people""}]"
10431,War,"[{""id"": 1812, ""name"": ""fbi""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 18525, ""name"": ""fbi agent""}]"
8051,Punch-Drunk Love,"[{""id"": 367, ""name"": ""shyness""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 4480, ""name"": ""business man""}]"
9352,EuroTrip,"[{""id"": 90, ""name"": ""paris""}, {""id"": 220, ""name"": ""berlin""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 572, ""name"": ""sex""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 7868, ""name"": ""pen pals""}, {""id"": 9935, ""name"": ""travel""}, {""id"": 10031, ""name"": ""nudism""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]"
10167,Half Past Dead,"[{""id"": 836, ""name"": ""resistance""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 3859, ""name"": ""alcatraz""}, {""id"": 8627, ""name"": ""stolen money""}]"
18147,Unaccompanied Minors,"[{""id"": 65, ""name"": ""holiday""}]"
17170,"Bright Lights, Big City","[{""id"": 4620, ""name"": ""magazine""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 167198, ""name"": ""fashion show""}]"
18975,The Adventures of Pinocchio,"[{""id"": 131, ""name"": ""italy""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 3244, ""name"": ""pinocchio""}, {""id"": 9673, ""name"": ""love""}, {""id"": 10873, ""name"": ""school""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 197084, ""name"": ""having fun""}, {""id"": 207840, ""name"": ""poor people""}, {""id"": 216919, ""name"": ""boys""}]"
15487,The Greatest Game Ever Played,"[{""id"": 6075, ""name"": ""sport""}]"
22825,The Box,"[{""id"": 1706, ""name"": ""experiment""}, {""id"": 1849, ""name"": ""homicide""}, {""id"": 2849, ""name"": ""key""}, {""id"": 2858, ""name"": ""sacrifice""}, {""id"": 3664, ""name"": ""research""}, {""id"": 4394, ""name"": ""test""}, {""id"": 4956, ""name"": ""decision""}, {""id"": 6149, ""name"": ""police""}, {""id"": 6318, ""name"": ""control""}, {""id"": 6844, ""name"": ""stalker""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 9989, ""name"": ""gift""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10594, ""name"": ""money""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 33466, ""name"": ""button""}, {""id"": 156104, ""name"": ""stranger""}, {""id"": 163190, ""name"": ""box""}]"
11152,The Ruins,"[{""id"": 5566, ""name"": ""maya civilization""}, {""id"": 8183, ""name"": ""carnivorous plant""}, {""id"": 9236, ""name"": ""canc\u00fan""}, {""id"": 162715, ""name"": ""ruins""}]"
1831,The Next Best Thing,"[{""id"": 237, ""name"": ""gay""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 4056, ""name"": ""custody battle""}, {""id"": 5568, ""name"": ""flush""}, {""id"": 5828, ""name"": ""yoga""}, {""id"": 9457, ""name"": ""single""}, {""id"": 12392, ""name"": ""best friend""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 33479, ""name"": ""single father""}, {""id"": 212873, ""name"": ""co-parenting""}]"
43931,My Soul to Take,"[{""id"": 634, ""name"": ""soul""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 12339, ""name"": ""slasher""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 209714, ""name"": ""3d""}]"
10591,The Girl Next Door,"[{""id"": 2727, ""name"": ""porn actor""}, {""id"": 5593, ""name"": ""pornographic video""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 6275, ""name"": ""school party""}, {""id"": 6946, ""name"": ""blonde""}, {""id"": 222174, ""name"": ""girl next door""}]"
10861,Maximum Risk,"[{""id"": 2281, ""name"": ""mistake in person""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 7375, ""name"": ""twin brother""}, {""id"": 8045, ""name"": ""russian mafia""}]"
12770,Stealing Harvard,"[{""id"": 642, ""name"": ""robbery""}, {""id"": 5090, ""name"": ""fool""}, {""id"": 5948, ""name"": ""studies""}, {""id"": 6095, ""name"": ""house""}, {""id"": 6464, ""name"": ""uncle""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10594, ""name"": ""money""}]"
276907,Legend,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 15016, ""name"": ""twins""}]"
10074,Hot Rod,"[{""id"": 5956, ""name"": ""stuntman""}, {""id"": 6669, ""name"": ""step father""}, {""id"": 8181, ""name"": ""swimming pool""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]"
65055,Shark Night,"[{""id"": 2988, ""name"": ""shark attack""}, {""id"": 3134, ""name"": ""louisiana""}, {""id"": 11719, ""name"": ""dirty cop""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]"
10397,Angela's Ashes,"[{""id"": 1625, ""name"": ""emigration""}, {""id"": 1857, ""name"": ""irish-american""}, {""id"": 1899, ""name"": ""hunger""}, {""id"": 1952, ""name"": ""socially deprived family""}, {""id"": 4337, ""name"": ""famine""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 41523, ""name"": ""brooklyn new york city""}]"
200505,Draft Day,"[{""id"": 6075, ""name"": ""sport""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]"
11954,Lifeforce,"[{""id"": 1826, ""name"": ""space marine""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 3243, ""name"": ""flying saucer""}, {""id"": 4803, ""name"": ""comet""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 155585, ""name"": ""halley's comet""}]"
60309,The Conspirator,"[{""id"": 8570, ""name"": ""president""}, {""id"": 9682, ""name"": ""history""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 11038, ""name"": ""trial""}, {""id"": 12390, ""name"": ""boarding house""}, {""id"": 14519, ""name"": ""military tribunal""}, {""id"": 15126, ""name"": ""historical""}, {""id"": 15137, ""name"": ""union""}, {""id"": 15138, ""name"": ""private club""}]"
9787,Lords of Dogtown,"[{""id"": 390, ""name"": ""skateboarding""}, {""id"": 3836, ""name"": ""success""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 187056, ""name"": ""woman director""}]"
293646,The 33,"[{""id"": 6015, ""name"": ""mining""}, {""id"": 6460, ""name"": ""chile""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 209339, ""name"": ""mining accident""}]"
6978,Big Trouble in Little China,"[{""id"": 780, ""name"": ""kung fu""}, {""id"": 1788, ""name"": ""chinatown""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 10092, ""name"": ""mystery""}]"
133698,Fly Me to the Moon,[]
59440,Warrior,"[{""id"": 974, ""name"": ""bank""}, {""id"": 4613, ""name"": ""training""}, {""id"": 9849, ""name"": ""beating""}, {""id"": 9917, ""name"": ""mixed martial arts""}, {""id"": 10508, ""name"": ""teacher""}, {""id"": 14666, ""name"": ""muscleman""}, {""id"": 18543, ""name"": ""combat""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 33610, ""name"": ""gym""}, {""id"": 33611, ""name"": ""exercise""}]"
1770,Michael Collins,"[{""id"": 393, ""name"": ""civil war""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 2946, ""name"": ""presidential election""}, {""id"": 3538, ""name"": ""freedom fighter""}, {""id"": 4355, ""name"": ""chinese civil war""}, {""id"": 14985, ""name"": ""ireland""}]"
10655,Gettysburg,"[{""id"": 393, ""name"": ""civil war""}, {""id"": 4097, ""name"": ""independence""}, {""id"": 4302, ""name"": ""troops""}, {""id"": 6092, ""name"": ""army""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 160201, ""name"": ""union soldier""}, {""id"": 166464, ""name"": ""confederate soldier""}, {""id"": 179585, ""name"": ""american civil war""}]"
8988,Stop-Loss,"[{""id"": 447, ""name"": ""post traumatic stress  disorder""}, {""id"": 8159, ""name"": ""iraq war veteran""}, {""id"": 33564, ""name"": ""u.s. soldier""}, {""id"": 187056, ""name"": ""woman director""}]"
15992,Abandon,"[{""id"": 567, ""name"": ""alcohol""}, {""id"": 703, ""name"": ""detective""}, {""id"": 733, ""name"": ""dancer""}, {""id"": 3030, ""name"": ""nightmare""}, {""id"": 3616, ""name"": ""college""}, {""id"": 8438, ""name"": ""job""}, {""id"": 8508, ""name"": ""party""}, {""id"": 9309, ""name"": ""elite""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 156478, ""name"": ""boyfriend""}, {""id"": 158763, ""name"": ""thesis""}, {""id"": 201885, ""name"": ""pressure""}]"
17707,Brokedown Palace,"[{""id"": 65, ""name"": ""holiday""}, {""id"": 378, ""name"": ""prison""}, {""id"": 3434, ""name"": ""thailand""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 163119, ""name"": ""injustice""}]"
77883,The Possession,[]
40001,Mrs. Winterbourne,"[{""id"": 5629, ""name"": ""role reversal""}, {""id"": 10325, ""name"": ""mistaken identity""}, {""id"": 180828, ""name"": ""train wreck""}]"
64639,Straw Dogs,"[{""id"": 531, ""name"": ""southern usa""}, {""id"": 570, ""name"": ""rape""}, {""id"": 1010, ""name"": ""bar""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 3875, ""name"": ""barn""}, {""id"": 7149, ""name"": ""machismo""}, {""id"": 9897, ""name"": ""rifle""}, {""id"": 14903, ""name"": ""home invasion""}]"
9903,The Hoax,"[{""id"": 334, ""name"": ""flying""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 3864, ""name"": ""false identity""}, {""id"": 5565, ""name"": ""biography""}]"
21338,Stone Cold,"[{""id"": 1568, ""name"": ""undercover""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 6951, ""name"": ""biker""}, {""id"": 8015, ""name"": ""cop""}, {""id"": 14736, ""name"": ""motorcycle gang""}]"
20766,The Road,"[{""id"": 4458, ""name"": ""post-apocalyptic""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4954, ""name"": ""paternity""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]"
24264,Sheena,"[{""id"": 409, ""name"": ""africa""}, {""id"": 3070, ""name"": ""mercenary""}, {""id"": 4414, ""name"": ""adventure""}, {""id"": 160137, ""name"": ""female hero""}, {""id"": 209893, ""name"": ""jungle girl""}]"
19803,Underclassman,"[{""id"": 6149, ""name"": ""police""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 11199, ""name"": ""undercover cop""}]"
20309,Say It Isn't So,[]
9912,The World's Fastest Indian,"[{""id"": 2658, ""name"": ""new zealand""}, {""id"": 5303, ""name"": ""utah""}, {""id"": 7393, ""name"": ""life's dream""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 14735, ""name"": ""motorcycle""}, {""id"": 34000, ""name"": ""motorcycle racing""}, {""id"": 155781, ""name"": ""trailer""}, {""id"": 188072, ""name"": ""mortgage""}]"
9067,Tank Girl,"[{""id"": 2535, ""name"": ""destroy""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 5484, ""name"": ""reincarnation""}, {""id"": 18034, ""name"": ""desert""}, {""id"": 160129, ""name"": ""artial arts""}, {""id"": 187056, ""name"": ""woman director""}]"
27360,King's Ransom,"[{""id"": 9728, ""name"": ""caper""}, {""id"": 210313, ""name"": ""action""}]"
8338,Blindness,"[{""id"": 1721, ""name"": ""fight""}, {""id"": 1741, ""name"": ""blindness and impaired vision""}, {""id"": 2884, ""name"": ""asylum""}, {""id"": 3077, ""name"": ""leader""}, {""id"": 3679, ""name"": ""society""}, {""id"": 8047, ""name"": ""eye specialist""}, {""id"": 8862, ""name"": ""uprising""}, {""id"": 34161, ""name"": ""doomsday""}, {""id"": 188959, ""name"": ""plague""}]"
168705,BloodRayne,"[{""id"": 3133, ""name"": ""vampire""}, {""id"": 9259, ""name"": ""vampire hunter""}, {""id"": 41645, ""name"": ""based on video game""}, {""id"": 179882, ""name"": ""romania""}]"
72113,Carnage,"[{""id"": 1439, ""name"": ""flat""}, {""id"": 1880, ""name"": ""mobile phone""}, {""id"": 1939, ""name"": ""hamster""}, {""id"": 6060, ""name"": ""insult""}, {""id"": 10123, ""name"": ""dark comedy""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 40882, ""name"": ""tulips""}, {""id"": 41153, ""name"": ""meeting""}, {""id"": 41154, ""name"": ""puke""}, {""id"": 41155, ""name"": ""pants""}, {""id"": 41156, ""name"": ""liberal""}]"
9729,Where the Truth Lies,"[{""id"": 572, ""name"": ""sex""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 917, ""name"": ""journalism""}, {""id"": 1228, ""name"": ""1970s""}, {""id"": 1491, ""name"": ""entertainer""}, {""id"": 2864, ""name"": ""one-night stand""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 217311, ""name"": ""sex party""}]"
94352,Cirque du Soleil: Worlds Away,"[{""id"": 3199, ""name"": ""clown""}, {""id"": 6027, ""name"": ""music""}, {""id"": 192528, ""name"": ""mimes""}, {""id"": 194156, ""name"": ""cirque du soleil""}, {""id"": 208965, ""name"": ""carnies""}, {""id"": 220670, ""name"": ""aerialist""}]"
22256,Without Limits,"[{""id"": 795, ""name"": ""running""}, {""id"": 2070, ""name"": ""olympic games""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 10456, ""name"": ""athlete""}]"
12404,Me and Orson Welles,"[{""id"": 242, ""name"": ""new york""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 163110, ""name"": ""theater""}, {""id"": 214548, ""name"": ""1930s""}]"
152742,The Best Offer,"[{""id"": 5918, ""name"": ""painting""}, {""id"": 198318, ""name"": ""auctioneer""}, {""id"": 201385, ""name"": ""confidence game""}, {""id"": 220933, ""name"": ""fine art""}, {""id"": 221810, ""name"": ""honey pot""}]"
11699,The Bad Lieutenant: Port of Call - New Orleans,"[{""id"": 796, ""name"": ""police brutality""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 33699, ""name"": ""policeman""}, {""id"": 156117, ""name"": ""illegal drugs""}, {""id"": 161982, ""name"": ""murder investigation""}, {""id"": 226376, ""name"": ""corrupt cop""}]"
49953,A Turtle's Tale: Sammy's Adventures,"[{""id"": 5769, ""name"": ""global warming""}, {""id"": 154896, ""name"": ""sea turtle""}, {""id"": 209714, ""name"": ""3d""}]"
48034,Little White Lies,"[{""id"": 579, ""name"": ""american football""}, {""id"": 1655, ""name"": ""country house""}, {""id"": 3390, ""name"": ""motorboat""}, {""id"": 10556, ""name"": ""male female relationship""}, {""id"": 14886, ""name"": ""thirty something""}, {""id"": 34145, ""name"": ""beach house""}, {""id"": 40842, ""name"": ""organic food""}, {""id"": 47018, ""name"": ""weasel""}, {""id"": 155939, ""name"": ""group of friends""}, {""id"": 166120, ""name"": ""reprimand""}, {""id"": 166121, ""name"": ""declaration of love""}, {""id"": 166123, ""name"": ""parent child relationship""}, {""id"": 166124, ""name"": ""texting""}, {""id"": 166125, ""name"": ""low tide""}, {""id"": 166126, ""name"": ""forced""}, {""id"": 166129, ""name"": ""interrupted vacation""}, {""id"": 166132, ""name"": ""osteopath""}, {""id"": 166139, ""name"": ""lovesick""}]"
39845,Love Ranch,"[{""id"": 10183, ""name"": ""independent film""}]"
25353,The True Story of Puss 'n Boots,"[{""id"": 977, ""name"": ""cat""}, {""id"": 9887, ""name"": ""surrealism""}, {""id"": 15284, ""name"": ""cartoon cat""}]"
36696,Space Dogs,"[{""id"": 2139, ""name"": ""russia""}, {""id"": 4040, ""name"": ""space mission""}, {""id"": 9882, ""name"": ""space""}, {""id"": 12405, ""name"": ""outer space""}, {""id"": 15162, ""name"": ""dog""}]"
109091,The Counselor,"[{""id"": 496, ""name"": ""poetry""}, {""id"": 10909, ""name"": ""lawyer""}, {""id"": 13037, ""name"": ""drug smuggling""}, {""id"": 18230, ""name"": ""drug trafficking""}, {""id"": 183185, ""name"": ""red dress""}]"
38543,Ironclad,"[{""id"": 502, ""name"": ""ambush""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 3098, ""name"": ""castle""}, {""id"": 10141, ""name"": ""battlefield""}, {""id"": 12965, ""name"": ""duel""}, {""id"": 13084, ""name"": ""king""}, {""id"": 14656, ""name"": ""order of the templars""}]"
33157,Waterloo,"[{""id"": 5565, ""name"": ""biography""}, {""id"": 220265, ""name"": ""napoleon bonaparte""}, {""id"": 221549, ""name"": ""waterloo""}]"
290864,Kung Fu Jungle,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 780, ""name"": ""kung fu""}, {""id"": 10714, ""name"": ""serial killer""}]"
242166,Red Sky,"[{""id"": 128, ""name"": ""love triangle""}, {""id"": 539, ""name"": ""middle east""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2534, ""name"": ""missile""}, {""id"": 3203, ""name"": ""pilot""}, {""id"": 9812, ""name"": ""honor""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 10410, ""name"": ""conspiracy""}, {""id"": 10563, ""name"": ""attack""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 18543, ""name"": ""combat""}, {""id"": 155333, ""name"": ""jet""}, {""id"": 162365, ""name"": ""military""}, {""id"": 186447, ""name"": ""rogue""}, {""id"": 201164, ""name"": ""squad""}, {""id"": 208456, ""name"": ""wmd""}, {""id"": 208457, ""name"": ""dog fight""}]"
859,Dangerous Liaisons,"[{""id"": 725, ""name"": ""lovesickness""}, {""id"": 738, ""name"": ""sexuality""}, {""id"": 1332, ""name"": ""cheating""}, {""id"": 2045, ""name"": ""cynic""}, {""id"": 2336, ""name"": ""ladykiller""}, {""id"": 2687, ""name"": ""fianc\u00e9""}, {""id"": 2692, ""name"": ""arranged marriage""}, {""id"": 2983, ""name"": ""passion""}, {""id"": 3182, ""name"": ""seduction""}, {""id"": 3452, ""name"": ""love letter""}, {""id"": 3925, ""name"": ""boredom""}, {""id"": 4315, ""name"": ""courtly life""}, {""id"": 4319, ""name"": ""french revolution""}, {""id"": 4320, ""name"": ""lover""}, {""id"": 4812, ""name"": ""plan""}, {""id"": 6049, ""name"": ""praise""}, {""id"": 34221, ""name"": ""gender roles""}]"
83770,On the Road,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1227, ""name"": ""cemetery""}, {""id"": 2398, ""name"": ""narration""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 4528, ""name"": ""song""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 10776, ""name"": ""marijuana""}, {""id"": 10794, ""name"": ""snow""}, {""id"": 11732, ""name"": ""cigarette smoking""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 13094, ""name"": ""photograph""}, {""id"": 15291, ""name"": ""on the road""}, {""id"": 18049, ""name"": ""sex scene""}, {""id"": 34030, ""name"": ""typewriter""}, {""id"": 159431, ""name"": ""voice over""}, {""id"": 163182, ""name"": ""suicide thoughts""}, {""id"": 167043, ""name"": ""road movie""}, {""id"": 168442, ""name"": ""denver colorado""}, {""id"": 168447, ""name"": ""kerouac""}]"
